sector,stock,label_type,y_0_count,y_1_count,y_0_ratio,y_1_ratio
房地产,002133.SZ.csv,today,157,154,0.5048231511254019,0.49517684887459806
房地产,002208.SZ.csv,next,210,198,0.5147058823529411,0.4852941176470588
房地产,002208.SZ.csv,today,213,196,0.5207823960880196,0.4792176039119804
房地产,002244.SZ.csv,next,556,470,0.5419103313840156,0.4580896686159844
房地产,002244.SZ.csv,today,561,466,0.5462512171372931,0.4537487828627069
房地产,002314.SZ.csv,next,306,248,0.5523465703971119,0.44765342960288806
房地产,002314.SZ.csv,today,296,259,0.5333333333333333,0.4666666666666667
房地产,600007.SH.csv,next,104,118,0.46846846846846846,0.5315315315315315
房地产,600007.SH.csv,today,106,117,0.47533632286995514,0.5246636771300448
房地产,600067.SH.csv,next,167,136,0.5511551155115512,0.44884488448844884
房地产,600067.SH.csv,today,163,141,0.5361842105263158,0.46381578947368424
房地产,600082.SH.csv,next,101,87,0.5372340425531915,0.4627659574468085
房地产,600082.SH.csv,today,96,93,0.5079365079365079,0.49206349206349204
房地产,600094.SH.csv,next,335,237,0.5856643356643356,0.4143356643356643
房地产,600094.SH.csv,today,325,248,0.5671902268760908,0.4328097731239092
房地产,600158.SH.csv,next,277,272,0.5045537340619308,0.49544626593806923
房地产,600158.SH.csv,today,263,287,0.4781818181818182,0.5218181818181818
房地产,600173.SH.csv,next,536,429,0.555440414507772,0.44455958549222796
房地产,600173.SH.csv,today,525,441,0.5434782608695652,0.45652173913043476
房地产,600223.SH.csv,next,298,319,0.4829821717990275,0.5170178282009724
房地产,600223.SH.csv,today,278,340,0.44983818770226536,0.5501618122977346
房地产,600246.SH.csv,next,322,266,0.5476190476190477,0.4523809523809524
房地产,600246.SH.csv,today,314,275,0.533106960950764,0.466893039049236
房地产,600322.SH.csv,next,123,79,0.6089108910891089,0.3910891089108911
房地产,600322.SH.csv,today,123,80,0.6059113300492611,0.39408866995073893
房地产,600340.SH.csv,next,672,583,0.5354581673306773,0.4645418326693227
房地产,600340.SH.csv,today,675,581,0.5374203821656051,0.4625796178343949
房地产,600604.SH.csv,next,343,294,0.5384615384615384,0.46153846153846156
房地产,600604.SH.csv,today,325,313,0.5094043887147336,0.49059561128526646
房地产,600605.SH.csv,next,169,140,0.5469255663430421,0.45307443365695793
房地产,600605.SH.csv,today,151,159,0.4870967741935484,0.5129032258064516
房地产,600622.SH.csv,next,195,177,0.5241935483870968,0.47580645161290325
房地产,600622.SH.csv,today,184,189,0.4932975871313673,0.5067024128686327
房地产,600638.SH.csv,next,144,135,0.5161290322580645,0.4838709677419355
房地产,600638.SH.csv,today,144,136,0.5142857142857142,0.4857142857142857
房地产,600708.SH.csv,next,306,260,0.5406360424028268,0.45936395759717313
房地产,600708.SH.csv,today,310,257,0.54673721340388,0.4532627865961199
房地产,600743.SH.csv,next,311,209,0.5980769230769231,0.40192307692307694
房地产,600743.SH.csv,today,299,222,0.5738963531669866,0.42610364683301344
房地产,600807.SH.csv,next,311,236,0.5685557586837294,0.43144424131627057
房地产,600807.SH.csv,today,303,245,0.5529197080291971,0.4470802919708029
房地产,603506.SH.csv,next,221,221,0.5,0.5
房地产,603506.SH.csv,today,223,220,0.5033860045146726,0.4966139954853273
文化传媒,000607.SZ.csv,next,147,122,0.5464684014869888,0.45353159851301117
文化传媒,000607.SZ.csv,today,145,125,0.5370370370370371,0.46296296296296297
文化传媒,000665.SZ.csv,next,168,138,0.5490196078431373,0.45098039215686275
文化传媒,000665.SZ.csv,today,169,138,0.5504885993485342,0.4495114006514658
文化传媒,000917.SZ.csv,next,181,165,0.523121387283237,0.476878612716763
文化传媒,000917.SZ.csv,today,166,181,0.4783861671469741,0.521613832853026
文化传媒,002181.SZ.csv,next,179,158,0.5311572700296736,0.4688427299703264
文化传媒,002181.SZ.csv,today,168,170,0.4970414201183432,0.5029585798816568
文化传媒,002183.SZ.csv,next,542,436,0.5541922290388548,0.4458077709611452
文化传媒,002183.SZ.csv,today,539,440,0.550561797752809,0.449438202247191
文化传媒,002210.SZ.csv,next,112,93,0.5463414634146342,0.45365853658536587
文化传媒,002210.SZ.csv,today,105,101,0.5097087378640777,0.49029126213592233
文化传媒,002238.SZ.csv,next,168,159,0.5137614678899083,0.48623853211009177
文化传媒,002238.SZ.csv,today,157,171,0.47865853658536583,0.5213414634146342
文化传媒,002400.SZ.csv,next,176,137,0.5623003194888179,0.43769968051118213
文化传媒,002400.SZ.csv,today,166,148,0.5286624203821656,0.4713375796178344
文化传媒,002712.SZ.csv,next,136,114,0.544,0.456
文化传媒,002712.SZ.csv,today,120,131,0.47808764940239046,0.5219123505976095
文化传媒,002769.SZ.csv,next,130,119,0.5220883534136547,0.4779116465863454
文化传媒,002769.SZ.csv,today,118,132,0.472,0.528
文化传媒,002878.SZ.csv,next,277,251,0.5246212121212122,0.4753787878787879
文化传媒,002878.SZ.csv,today,261,268,0.4933837429111531,0.5066162570888468
文化传媒,300061.SZ.csv,next,129,111,0.5375,0.4625
文化传媒,300061.SZ.csv,today,123,118,0.5103734439834025,0.4896265560165975
文化传媒,300269.SZ.csv,next,152,147,0.5083612040133779,0.4916387959866221
文化传媒,300269.SZ.csv,today,153,147,0.51,0.49
文化传媒,300688.SZ.csv,next,452,448,0.5022222222222222,0.49777777777777776
文化传媒,300688.SZ.csv,today,448,453,0.4972253052164262,0.5027746947835738
文化传媒,300805.SZ.csv,next,73,60,0.5488721804511278,0.45112781954887216
文化传媒,300805.SZ.csv,today,65,69,0.48507462686567165,0.5149253731343284
文化传媒,300860.SZ.csv,next,163,142,0.5344262295081967,0.46557377049180326
文化传媒,300860.SZ.csv,today,158,148,0.5163398692810458,0.48366013071895425
文化传媒,301025.SZ.csv,next,90,75,0.5454545454545454,0.45454545454545453
文化传媒,301025.SZ.csv,today,85,81,0.5120481927710844,0.4879518072289157
文化传媒,301052.SZ.csv,next,114,95,0.5454545454545454,0.45454545454545453
文化传媒,301052.SZ.csv,today,108,102,0.5142857142857142,0.4857142857142857
文化传媒,301231.SZ.csv,next,32,38,0.45714285714285713,0.5428571428571428
文化传媒,301231.SZ.csv,today,34,37,0.4788732394366197,0.5211267605633803
文化传媒,600551.SH.csv,next,172,145,0.5425867507886435,0.45741324921135645
文化传媒,600551.SH.csv,today,169,149,0.5314465408805031,0.46855345911949686
文化传媒,600936.SH.csv,next,86,68,0.5584415584415584,0.44155844155844154
文化传媒,600936.SH.csv,today,83,72,0.535483870967742,0.4645161290322581
文化传媒,600986.SH.csv,next,240,219,0.5228758169934641,0.477124183006536
文化传媒,600986.SH.csv,today,225,235,0.4891304347826087,0.5108695652173914
文化传媒,600996.SH.csv,next,110,88,0.5555555555555556,0.4444444444444444
文化传媒,600996.SH.csv,today,101,98,0.507537688442211,0.49246231155778897
文化传媒,601019.SH.csv,next,100,98,0.5050505050505051,0.494949494949495
文化传媒,601019.SH.csv,today,94,105,0.4723618090452261,0.5276381909547738
文化传媒,601098.SH.csv,next,179,167,0.5173410404624278,0.48265895953757226
文化传媒,601098.SH.csv,today,171,176,0.49279538904899134,0.5072046109510087
文化传媒,601858.SH.csv,next,97,105,0.4801980198019802,0.5198019801980198
文化传媒,601858.SH.csv,today,88,115,0.43349753694581283,0.5665024630541872
文化传媒,603466.SH.csv,next,245,266,0.4794520547945205,0.5205479452054794
文化传媒,603466.SH.csv,today,241,271,0.470703125,0.529296875
文化传媒,603648.SH.csv,next,120,128,0.4838709677419355,0.5161290322580645
文化传媒,603648.SH.csv,today,121,128,0.4859437751004016,0.5140562248995983
文化传媒,603825.SH.csv,next,240,236,0.5042016806722689,0.4957983193277311
文化传媒,603825.SH.csv,today,244,233,0.5115303983228512,0.48846960167714887
文化传媒,605168.SH.csv,next,305,269,0.5313588850174216,0.4686411149825784
文化传媒,605168.SH.csv,today,297,278,0.5165217391304348,0.4834782608695652
旅游,000430.SZ.csv,next,95,75,0.5588235294117647,0.4411764705882353
旅游,000430.SZ.csv,today,90,81,0.5263157894736842,0.47368421052631576
旅游,000524.SZ.csv,next,0,0,0.0,0.0
旅游,000524.SZ.csv,today,0,0,0.0,0.0
旅游,000610.SZ.csv,next,63,61,0.5080645161290323,0.49193548387096775
旅游,000610.SZ.csv,today,61,64,0.488,0.512
旅游,000796.SZ.csv,next,293,246,0.5435992578849722,0.45640074211502785
旅游,000796.SZ.csv,today,294,246,0.5444444444444444,0.45555555555555555
旅游,000888.SZ.csv,next,329,301,0.5222222222222223,0.4777777777777778
旅游,000888.SZ.csv,today,316,315,0.5007923930269413,0.49920760697305866
旅游,000978.SZ.csv,next,164,154,0.5157232704402516,0.48427672955974843
旅游,000978.SZ.csv,today,153,166,0.47962382445141066,0.5203761755485894
旅游,002033.SZ.csv,next,207,206,0.5012106537530266,0.49878934624697335
旅游,002033.SZ.csv,today,204,210,0.4927536231884058,0.5072463768115942
旅游,002059.SZ.csv,next,150,123,0.5494505494505495,0.45054945054945056
旅游,002059.SZ.csv,today,148,126,0.5401459854014599,0.45985401459854014
旅游,002159.SZ.csv,next,171,149,0.534375,0.465625
旅游,002159.SZ.csv,today,167,154,0.5202492211838006,0.4797507788161994
旅游,002707.SZ.csv,next,272,237,0.5343811394891945,0.4656188605108055
旅游,002707.SZ.csv,today,263,247,0.515686274509804,0.4843137254901961
旅游,300144.SZ.csv,next,368,366,0.5013623978201635,0.4986376021798365
旅游,300144.SZ.csv,today,363,372,0.49387755102040815,0.5061224489795918
旅游,300178.SZ.csv,next,127,113,0.5291666666666667,0.4708333333333333
旅游,300178.SZ.csv,today,130,111,0.5394190871369294,0.4605809128630705
旅游,300859.SZ.csv,next,67,80,0.4557823129251701,0.54421768707483
旅游,300859.SZ.csv,today,58,90,0.3918918918918919,0.6081081081081081
旅游,600054.SH.csv,next,134,145,0.48028673835125446,0.5197132616487455
旅游,600054.SH.csv,today,138,142,0.4928571428571429,0.5071428571428571
旅游,600138.SH.csv,next,456,434,0.5123595505617977,0.48764044943820223
旅游,600138.SH.csv,today,458,433,0.5140291806958474,0.48597081930415265
旅游,600358.SH.csv,next,101,102,0.4975369458128079,0.5024630541871922
旅游,600358.SH.csv,today,96,108,0.47058823529411764,0.5294117647058824
旅游,600555.SH.csv,next,55,36,0.6043956043956044,0.3956043956043956
旅游,600555.SH.csv,today,56,36,0.6086956521739131,0.391304347826087
旅游,600593.SH.csv,next,157,135,0.5376712328767124,0.4623287671232877
旅游,600593.SH.csv,today,156,137,0.5324232081911263,0.46757679180887374
旅游,600706.SH.csv,next,161,201,0.4447513812154696,0.5552486187845304
旅游,600706.SH.csv,today,153,210,0.4214876033057851,0.5785123966942148
旅游,600749.SH.csv,next,95,94,0.5026455026455027,0.4973544973544973
旅游,600749.SH.csv,today,89,101,0.46842105263157896,0.531578947368421
旅游,601888.SH.csv,next,557,582,0.4890254609306409,0.5109745390693591
旅游,601888.SH.csv,today,556,584,0.48771929824561405,0.512280701754386
旅游,603099.SH.csv,next,112,100,0.5283018867924528,0.4716981132075472
旅游,603099.SH.csv,today,105,108,0.49295774647887325,0.5070422535211268
旅游,603136.SH.csv,next,347,350,0.49784791965566716,0.5021520803443329
旅游,603136.SH.csv,today,350,348,0.501432664756447,0.498567335243553
旅游,603199.SH.csv,next,138,150,0.4791666666666667,0.5208333333333334
旅游,603199.SH.csv,today,140,149,0.4844290657439446,0.5155709342560554
机械机床,000410.SZ.csv,next,65,58,0.5284552845528455,0.4715447154471545
机械机床,000410.SZ.csv,today,63,61,0.5080645161290323,0.49193548387096775
机械机床,000837.SZ.csv,next,197,178,0.5253333333333333,0.4746666666666667
机械机床,000837.SZ.csv,today,185,191,0.4920212765957447,0.5079787234042553
机械机床,000922.SZ.csv,next,209,200,0.511002444987775,0.4889975550122249
机械机床,000922.SZ.csv,today,204,206,0.4975609756097561,0.5024390243902439
机械机床,002196.SZ.csv,next,150,125,0.5454545454545454,0.45454545454545453
机械机床,002196.SZ.csv,today,141,135,0.5108695652173914,0.4891304347826087
机械机床,002248.SZ.csv,next,97,84,0.5359116022099447,0.46408839779005523
机械机床,002248.SZ.csv,today,97,85,0.532967032967033,0.46703296703296704
机械机床,002249.SZ.csv,next,251,251,0.5,0.5
机械机床,002249.SZ.csv,today,233,270,0.46322067594433397,0.536779324055666
机械机床,002520.SZ.csv,next,209,179,0.538659793814433,0.46134020618556704
机械机床,002520.SZ.csv,today,208,181,0.5347043701799485,0.4652956298200514
机械机床,002801.SZ.csv,next,148,174,0.45962732919254656,0.5403726708074534
机械机床,002801.SZ.csv,today,144,179,0.4458204334365325,0.5541795665634675
机械机床,002823.SZ.csv,next,192,159,0.5470085470085471,0.452991452991453
机械机床,002823.SZ.csv,today,188,164,0.5340909090909091,0.4659090909090909
机械机床,002892.SZ.csv,next,146,140,0.5104895104895105,0.48951048951048953
机械机床,002892.SZ.csv,today,140,147,0.4878048780487805,0.5121951219512195
机械机床,002903.SZ.csv,next,172,186,0.48044692737430167,0.5195530726256983
机械机床,002903.SZ.csv,today,151,208,0.4206128133704735,0.5793871866295265
机械机床,002943.SZ.csv,next,83,58,0.5886524822695035,0.41134751773049644
机械机床,002943.SZ.csv,today,76,66,0.5352112676056338,0.4647887323943662
机械机床,300503.SZ.csv,next,147,154,0.4883720930232558,0.5116279069767442
机械机床,300503.SZ.csv,today,139,163,0.4602649006622517,0.5397350993377483
机械机床,300660.SZ.csv,next,133,131,0.5037878787878788,0.4962121212121212
机械机床,300660.SZ.csv,today,126,139,0.47547169811320755,0.5245283018867924
机械机床,301320.SZ.csv,next,0,0,0.0,0.0
机械机床,301320.SZ.csv,today,0,0,0.0,0.0
机械机床,600243.SH.csv,next,47,48,0.49473684210526314,0.5052631578947369
机械机床,600243.SH.csv,today,49,47,0.5104166666666666,0.4895833333333333
机械机床,600580.SH.csv,next,247,278,0.4704761904761905,0.5295238095238095
机械机床,600580.SH.csv,today,251,275,0.47718631178707227,0.5228136882129277
机械机床,601882.SH.csv,next,178,176,0.5028248587570622,0.4971751412429379
机械机床,601882.SH.csv,today,166,189,0.4676056338028169,0.532394366197183
机械机床,603011.SH.csv,next,201,170,0.5417789757412399,0.4582210242587601
机械机床,603011.SH.csv,today,190,182,0.510752688172043,0.489247311827957
机械机床,603088.SH.csv,next,114,115,0.4978165938864629,0.5021834061135371
机械机床,603088.SH.csv,today,103,127,0.44782608695652176,0.5521739130434783
机械机床,603320.SH.csv,next,98,79,0.5536723163841808,0.4463276836158192
机械机床,603320.SH.csv,today,105,73,0.5898876404494382,0.4101123595505618
机械机床,603391.SH.csv,next,112,111,0.5022421524663677,0.4977578475336323
机械机床,603391.SH.csv,today,112,112,0.5,0.5
机械机床,603489.SH.csv,next,135,111,0.5487804878048781,0.45121951219512196
机械机床,603489.SH.csv,today,121,126,0.4898785425101215,0.5101214574898786
机械机床,603728.SH.csv,next,131,133,0.4962121212121212,0.5037878787878788
机械机床,603728.SH.csv,today,123,142,0.4641509433962264,0.5358490566037736
机械机床,603819.SH.csv,next,100,94,0.5154639175257731,0.4845360824742268
机械机床,603819.SH.csv,today,94,101,0.48205128205128206,0.517948717948718
机械机床,603988.SH.csv,next,103,93,0.5255102040816326,0.4744897959183674
机械机床,603988.SH.csv,today,96,101,0.4873096446700508,0.5126903553299492
机械机床,605555.SH.csv,next,53,49,0.5196078431372549,0.4803921568627451
机械机床,605555.SH.csv,today,50,53,0.4854368932038835,0.5145631067961165
机械机床,688255.SH.csv,next,64,59,0.5203252032520326,0.4796747967479675
机械机床,688255.SH.csv,today,54,70,0.43548387096774194,0.5645161290322581
机械机床,688558.SH.csv,next,113,120,0.48497854077253216,0.5150214592274678
机械机床,688558.SH.csv,today,109,125,0.4658119658119658,0.5341880341880342
机械机床,688697.SH.csv,next,77,74,0.5099337748344371,0.4900662251655629
机械机床,688697.SH.csv,today,82,70,0.5394736842105263,0.4605263157894737
煤炭,000552.SZ.csv,next,182,157,0.5368731563421829,0.4631268436578171
煤炭,000552.SZ.csv,today,186,154,0.5470588235294118,0.45294117647058824
煤炭,000723.SZ.csv,next,427,409,0.5107655502392344,0.4892344497607656
煤炭,000723.SZ.csv,today,431,406,0.5149342891278376,0.4850657108721625
煤炭,000937.SZ.csv,next,601,514,0.5390134529147982,0.4609865470852018
煤炭,000937.SZ.csv,today,588,528,0.5268817204301075,0.4731182795698925
煤炭,000968.SZ.csv,next,227,187,0.5483091787439613,0.45169082125603865
煤炭,000968.SZ.csv,today,213,202,0.5132530120481927,0.4867469879518072
煤炭,000983.SZ.csv,next,503,466,0.5190918472652218,0.4809081527347781
煤炭,000983.SZ.csv,today,508,462,0.5237113402061856,0.4762886597938144
煤炭,002128.SZ.csv,next,301,281,0.5171821305841925,0.48281786941580757
煤炭,002128.SZ.csv,today,306,277,0.5248713550600344,0.4751286449399657
煤炭,600121.SH.csv,next,43,31,0.581081081081081,0.4189189189189189
煤炭,600121.SH.csv,today,36,39,0.48,0.52
煤炭,600123.SH.csv,next,173,177,0.4942857142857143,0.5057142857142857
煤炭,600123.SH.csv,today,173,178,0.4928774928774929,0.5071225071225072
煤炭,600188.SH.csv,next,524,521,0.5014354066985646,0.49856459330143543
煤炭,600188.SH.csv,today,528,518,0.5047801147227533,0.49521988527724664
煤炭,600348.SH.csv,next,277,283,0.49464285714285716,0.5053571428571428
煤炭,600348.SH.csv,today,264,297,0.47058823529411764,0.5294117647058824
煤炭,600395.SH.csv,next,286,266,0.5181159420289855,0.48188405797101447
煤炭,600395.SH.csv,today,272,281,0.4918625678119349,0.5081374321880651
煤炭,600397.SH.csv,next,189,132,0.5887850467289719,0.411214953271028
煤炭,600397.SH.csv,today,179,143,0.5559006211180124,0.4440993788819876
煤炭,600403.SH.csv,next,131,123,0.515748031496063,0.484251968503937
煤炭,600403.SH.csv,today,136,119,0.5333333333333333,0.4666666666666667
煤炭,600408.SH.csv,next,110,92,0.5445544554455446,0.45544554455445546
煤炭,600408.SH.csv,today,111,92,0.5467980295566502,0.45320197044334976
煤炭,600508.SH.csv,next,265,264,0.500945179584121,0.499054820415879
煤炭,600508.SH.csv,today,268,262,0.5056603773584906,0.49433962264150944
煤炭,600725.SH.csv,next,86,75,0.5341614906832298,0.4658385093167702
煤炭,600725.SH.csv,today,85,77,0.5246913580246914,0.47530864197530864
煤炭,600758.SH.csv,next,130,113,0.5349794238683128,0.46502057613168724
煤炭,600758.SH.csv,today,125,119,0.5122950819672131,0.48770491803278687
煤炭,600792.SH.csv,next,89,95,0.483695652173913,0.5163043478260869
煤炭,600792.SH.csv,today,95,90,0.5135135135135135,0.4864864864864865
煤炭,600925.SH.csv,next,12,6,0.6666666666666666,0.3333333333333333
煤炭,600925.SH.csv,today,12,7,0.631578947368421,0.3684210526315789
煤炭,600985.SH.csv,next,398,394,0.5025252525252525,0.49747474747474746
煤炭,600985.SH.csv,today,388,405,0.489281210592686,0.510718789407314
煤炭,600997.SH.csv,next,151,156,0.49185667752442996,0.50814332247557
煤炭,600997.SH.csv,today,158,150,0.512987012987013,0.487012987012987
煤炭,601001.SH.csv,next,215,206,0.5106888361045131,0.48931116389548696
煤炭,601001.SH.csv,today,220,202,0.5213270142180095,0.4786729857819905
煤炭,601011.SH.csv,next,281,257,0.5223048327137546,0.47769516728624534
煤炭,601011.SH.csv,today,263,276,0.48794063079777367,0.5120593692022264
煤炭,601015.SH.csv,next,210,186,0.5303030303030303,0.4696969696969697
煤炭,601015.SH.csv,today,194,203,0.48866498740554154,0.5113350125944585
煤炭,601088.SH.csv,next,507,572,0.46987951807228917,0.5301204819277109
煤炭,601088.SH.csv,today,504,576,0.4666666666666667,0.5333333333333333
煤炭,601101.SH.csv,next,177,149,0.5429447852760736,0.4570552147239264
煤炭,601101.SH.csv,today,177,150,0.5412844036697247,0.45871559633027525
煤炭,601225.SH.csv,next,426,433,0.4959254947613504,0.5040745052386496
煤炭,601225.SH.csv,today,414,446,0.4813953488372093,0.5186046511627908
煤炭,601898.SH.csv,next,475,417,0.5325112107623319,0.4674887892376682
煤炭,601898.SH.csv,today,473,420,0.5296752519596865,0.47032474804031354
煤炭,601918.SH.csv,next,363,298,0.5491679273827534,0.4508320726172466
煤炭,601918.SH.csv,today,349,313,0.527190332326284,0.472809667673716
煤炭,603113.SH.csv,next,283,275,0.507168458781362,0.492831541218638
煤炭,603113.SH.csv,today,272,287,0.4865831842576029,0.5134168157423972
生物医药,000534.SZ.csv,next,159,159,0.5,0.5
生物医药,000534.SZ.csv,today,150,169,0.4702194357366771,0.5297805642633229
生物医药,000661.SZ.csv,next,465,506,0.4788877445932029,0.5211122554067971
生物医药,000661.SZ.csv,today,476,496,0.4897119341563786,0.5102880658436214
生物医药,002252.SZ.csv,next,260,208,0.5555555555555556,0.4444444444444444
生物医药,002252.SZ.csv,today,257,212,0.5479744136460555,0.4520255863539446
生物医药,002550.SZ.csv,next,126,92,0.5779816513761468,0.42201834862385323
生物医药,002550.SZ.csv,today,117,102,0.5342465753424658,0.4657534246575342
生物医药,002581.SZ.csv,next,182,145,0.5565749235474006,0.4434250764525994
生物医药,002581.SZ.csv,today,157,171,0.47865853658536583,0.5213414634146342
生物医药,002880.SZ.csv,next,165,159,0.5092592592592593,0.49074074074074076
生物医药,002880.SZ.csv,today,170,155,0.5230769230769231,0.47692307692307695
生物医药,300142.SZ.csv,next,472,472,0.5,0.5
生物医药,300142.SZ.csv,today,476,469,0.5037037037037037,0.4962962962962963
生物医药,300204.SZ.csv,next,136,116,0.5396825396825397,0.4603174603174603
生物医药,300204.SZ.csv,today,124,129,0.4901185770750988,0.5098814229249012
生物医药,300255.SZ.csv,next,242,207,0.5389755011135857,0.4610244988864143
生物医药,300255.SZ.csv,today,214,236,0.47555555555555556,0.5244444444444445
生物医药,300485.SZ.csv,next,181,168,0.5186246418338109,0.4813753581661891
生物医药,300485.SZ.csv,today,167,183,0.47714285714285715,0.5228571428571429
生物医药,300841.SZ.csv,next,264,223,0.5420944558521561,0.45790554414784396
生物医药,300841.SZ.csv,today,253,235,0.5184426229508197,0.48155737704918034
生物医药,300942.SZ.csv,next,130,100,0.5652173913043478,0.43478260869565216
生物医药,300942.SZ.csv,today,127,104,0.5497835497835498,0.45021645021645024
生物医药,301080.SZ.csv,next,96,85,0.5303867403314917,0.4696132596685083
生物医药,301080.SZ.csv,today,91,91,0.5,0.5
生物医药,600080.SH.csv,next,139,127,0.5225563909774437,0.4774436090225564
生物医药,600080.SH.csv,today,126,141,0.47191011235955055,0.5280898876404494
生物医药,600645.SH.csv,next,193,161,0.5451977401129944,0.4548022598870056
生物医药,600645.SH.csv,today,181,174,0.5098591549295775,0.49014084507042255
生物医药,600789.SH.csv,next,211,203,0.5096618357487923,0.49033816425120774
生物医药,600789.SH.csv,today,198,217,0.4771084337349398,0.5228915662650603
生物医药,688105.SH.csv,next,128,90,0.5871559633027523,0.41284403669724773
生物医药,688105.SH.csv,today,123,96,0.5616438356164384,0.4383561643835616
生物医药,688137.SH.csv,next,27,18,0.6,0.4
生物医药,688137.SH.csv,today,29,17,0.6304347826086957,0.3695652173913043
生物医药,688235.SH.csv,next,0,0,0.0,0.0
生物医药,688235.SH.csv,today,0,0,0.0,0.0
生物医药,688253.SH.csv,next,27,33,0.45,0.55
生物医药,688253.SH.csv,today,27,34,0.4426229508196721,0.5573770491803278
生物医药,688293.SH.csv,next,36,26,0.5806451612903226,0.41935483870967744
生物医药,688293.SH.csv,today,29,34,0.4603174603174603,0.5396825396825397
生物医药,688317.SH.csv,next,173,140,0.5527156549520766,0.4472843450479233
生物医药,688317.SH.csv,today,165,149,0.5254777070063694,0.4745222929936306
生物医药,688331.SH.csv,next,93,86,0.5195530726256983,0.48044692737430167
生物医药,688331.SH.csv,today,96,84,0.5333333333333333,0.4666666666666667
生物医药,688382.SH.csv,next,0,0,0.0,0.0
生物医药,688382.SH.csv,today,0,0,0.0,0.0
生物医药,688428.SH.csv,next,0,0,0.0,0.0
生物医药,688428.SH.csv,today,0,0,0.0,0.0
生物医药,688443.SH.csv,next,258,235,0.5233265720081136,0.4766734279918864
生物医药,688443.SH.csv,today,259,235,0.5242914979757085,0.4757085020242915
生物医药,688606.SH.csv,next,101,92,0.5233160621761658,0.47668393782383417
生物医药,688606.SH.csv,today,99,95,0.5103092783505154,0.4896907216494845
生物医药,688656.SH.csv,next,81,71,0.5328947368421053,0.46710526315789475
生物医药,688656.SH.csv,today,77,76,0.5032679738562091,0.49673202614379086
生物医药,688710.SH.csv,next,96,103,0.4824120603015075,0.5175879396984925
生物医药,688710.SH.csv,today,96,104,0.48,0.52
生物医药,688739.SH.csv,next,93,70,0.5705521472392638,0.4294478527607362
生物医药,688739.SH.csv,today,92,72,0.5609756097560976,0.43902439024390244
石油石化,000059.SZ.csv,next,126,128,0.49606299212598426,0.5039370078740157
石油石化,000059.SZ.csv,today,126,129,0.49411764705882355,0.5058823529411764
石油石化,000096.SZ.csv,next,76,58,0.5671641791044776,0.43283582089552236
石油石化,000096.SZ.csv,today,67,68,0.4962962962962963,0.5037037037037037
石油石化,000159.SZ.csv,next,200,197,0.5037783375314862,0.49622166246851385
石油石化,000159.SZ.csv,today,181,217,0.4547738693467337,0.5452261306532663
石油石化,000554.SZ.csv,next,86,87,0.49710982658959535,0.5028901734104047
石油石化,000554.SZ.csv,today,77,97,0.4425287356321839,0.5574712643678161
石油石化,000637.SZ.csv,next,136,125,0.5210727969348659,0.4789272030651341
石油石化,000637.SZ.csv,today,135,127,0.5152671755725191,0.4847328244274809
石油石化,000698.SZ.csv,next,201,173,0.5374331550802139,0.4625668449197861
石油石化,000698.SZ.csv,today,191,184,0.5093333333333333,0.49066666666666664
石油石化,000819.SZ.csv,next,114,97,0.5402843601895735,0.4597156398104265
石油石化,000819.SZ.csv,today,110,102,0.5188679245283019,0.4811320754716981
石油石化,002221.SZ.csv,next,329,312,0.5132605304212169,0.48673946957878317
石油石化,002221.SZ.csv,today,322,320,0.5015576323987538,0.4984423676012461
石油石化,002408.SZ.csv,next,351,331,0.5146627565982405,0.48533724340175954
石油石化,002408.SZ.csv,today,352,331,0.5153733528550513,0.48462664714494874
石油石化,002476.SZ.csv,next,87,76,0.5337423312883436,0.4662576687116564
石油石化,002476.SZ.csv,today,90,74,0.5487804878048781,0.45121951219512196
石油石化,002493.SZ.csv,next,383,343,0.5275482093663911,0.4724517906336088
石油石化,002493.SZ.csv,today,368,359,0.5061898211829436,0.4938101788170564
石油石化,002986.SZ.csv,next,110,109,0.502283105022831,0.4977168949771689
石油石化,002986.SZ.csv,today,115,105,0.5227272727272727,0.4772727272727273
石油石化,300135.SZ.csv,next,125,99,0.5580357142857143,0.4419642857142857
石油石化,300135.SZ.csv,today,117,108,0.52,0.48
石油石化,300839.SZ.csv,next,120,105,0.5333333333333333,0.4666666666666667
石油石化,300839.SZ.csv,today,109,117,0.4823008849557522,0.5176991150442478
石油石化,600028.SH.csv,next,832,711,0.5392093324692158,0.4607906675307842
石油石化,600028.SH.csv,today,827,717,0.5356217616580311,0.4643782383419689
石油石化,600256.SH.csv,next,438,394,0.5264423076923077,0.4735576923076923
石油石化,600256.SH.csv,today,432,401,0.5186074429771909,0.48139255702280914
石油石化,600346.SH.csv,next,544,545,0.4995408631772268,0.5004591368227732
石油石化,600346.SH.csv,today,543,547,0.4981651376146789,0.501834862385321
石油石化,600387.SH.csv,next,180,173,0.509915014164306,0.49008498583569404
石油石化,600387.SH.csv,today,174,180,0.4915254237288136,0.5084745762711864
石油石化,600506.SH.csv,next,43,38,0.5308641975308642,0.4691358024691358
石油石化,600506.SH.csv,today,40,42,0.4878048780487805,0.5121951219512195
石油石化,600688.SH.csv,next,531,415,0.5613107822410148,0.43868921775898523
石油石化,600688.SH.csv,today,528,419,0.5575501583949314,0.4424498416050686
石油石化,600759.SH.csv,next,163,110,0.5970695970695971,0.40293040293040294
