sector,stock,label_type,y_0_count,y_1_count,y_0_ratio,y_1_ratio
互联网,300148.SZ.csv,next,86,63,0.5771812080536913,0.4228187919463087
互联网,300148.SZ.csv,today,74,76,0.49333333333333335,0.5066666666666667
互联网,300226.SZ.csv,next,526,459,0.534010152284264,0.46598984771573604
互联网,300226.SZ.csv,today,521,465,0.5283975659229209,0.4716024340770791
互联网,300292.SZ.csv,next,120,108,0.5263157894736842,0.47368421052631576
互联网,300292.SZ.csv,today,122,107,0.5327510917030568,0.4672489082969432
互联网,300315.SZ.csv,next,263,224,0.5400410677618069,0.459958932238193
互联网,300315.SZ.csv,today,248,240,0.5081967213114754,0.4918032786885246
互联网,300464.SZ.csv,next,140,116,0.546875,0.453125
互联网,300464.SZ.csv,today,132,125,0.5136186770428015,0.48638132295719844
互联网,300467.SZ.csv,next,106,80,0.5698924731182796,0.43010752688172044
互联网,300467.SZ.csv,today,106,81,0.5668449197860963,0.43315508021390375
互联网,300533.SZ.csv,next,120,111,0.5194805194805194,0.4805194805194805
互联网,300533.SZ.csv,today,113,119,0.4870689655172414,0.5129310344827587
互联网,300766.SZ.csv,next,334,289,0.536115569823435,0.463884430176565
互联网,300766.SZ.csv,today,333,291,0.5336538461538461,0.46634615384615385
互联网,300987.SZ.csv,next,131,114,0.5346938775510204,0.46530612244897956
互联网,300987.SZ.csv,today,120,126,0.4878048780487805,0.5121951219512195
互联网,301110.SZ.csv,next,49,49,0.5,0.5
互联网,301110.SZ.csv,today,43,56,0.43434343434343436,0.5656565656565656
互联网,301558.SZ.csv,next,216,207,0.5106382978723404,0.48936170212765956
互联网,301558.SZ.csv,today,216,208,0.5094339622641509,0.49056603773584906
互联网,600539.SH.csv,next,77,75,0.506578947368421,0.4934210526315789
互联网,600539.SH.csv,today,78,75,0.5098039215686274,0.49019607843137253
互联网,600892.SH.csv,next,62,39,0.6138613861386139,0.38613861386138615
互联网,600892.SH.csv,today,50,52,0.49019607843137253,0.5098039215686274
互联网,601113.SH.csv,next,82,61,0.5734265734265734,0.42657342657342656
互联网,601113.SH.csv,today,88,56,0.6111111111111112,0.3888888888888889
互联网,603444.SH.csv,next,476,481,0.49738766980146293,0.5026123301985371
互联网,603444.SH.csv,today,476,482,0.4968684759916493,0.5031315240083507
互联网,603533.SH.csv,next,495,472,0.5118924508790073,0.48810754912099275
互联网,603533.SH.csv,today,480,488,0.49586776859504134,0.5041322314049587
互联网,605136.SH.csv,next,210,199,0.5134474327628362,0.48655256723716384
互联网,605136.SH.csv,today,207,203,0.5048780487804878,0.4951219512195122
互联网,688500.SH.csv,next,46,37,0.5542168674698795,0.4457831325301205
互联网,688500.SH.csv,today,37,47,0.44047619047619047,0.5595238095238095
券商,000712.SZ.csv,next,149,153,0.49337748344370863,0.5066225165562914
券商,000712.SZ.csv,today,152,151,0.5016501650165016,0.49834983498349833
券商,000776.SZ.csv,next,838,714,0.5399484536082474,0.46005154639175255
券商,000776.SZ.csv,today,836,717,0.5383129426915647,0.4616870573084353
券商,001236.SZ.csv,next,70,64,0.5223880597014925,0.47761194029850745
券商,001236.SZ.csv,today,63,72,0.4666666666666667,0.5333333333333333
券商,002670.SZ.csv,next,191,146,0.5667655786350149,0.4332344213649852
券商,002670.SZ.csv,today,175,163,0.5177514792899408,0.4822485207100592
券商,002736.SZ.csv,next,843,698,0.5470473718364698,0.45295262816353016
券商,002736.SZ.csv,today,839,703,0.5440985732814526,0.45590142671854733
券商,002926.SZ.csv,next,599,499,0.5455373406193078,0.4544626593806922
券商,002926.SZ.csv,today,591,508,0.5377616014558689,0.462238398544131
券商,002939.SZ.csv,next,554,494,0.5286259541984732,0.4713740458015267
券商,002939.SZ.csv,today,551,498,0.5252621544327931,0.4747378455672069
券商,002961.SZ.csv,next,312,285,0.5226130653266332,0.47738693467336685
券商,002961.SZ.csv,today,295,303,0.49331103678929766,0.5066889632107023
券商,600095.SH.csv,next,237,201,0.541095890410959,0.4589041095890411
券商,600095.SH.csv,today,199,240,0.4533029612756264,0.5466970387243736
券商,600155.SH.csv,next,225,198,0.5319148936170213,0.46808510638297873
券商,600155.SH.csv,today,220,204,0.5188679245283019,0.4811320754716981
券商,600621.SH.csv,next,223,236,0.485838779956427,0.514161220043573
券商,600621.SH.csv,today,230,230,0.5,0.5
券商,600906.SH.csv,next,210,176,0.5440414507772021,0.45595854922279794
券商,600906.SH.csv,today,206,181,0.5322997416020672,0.46770025839793283
券商,600918.SH.csv,next,397,323,0.5513888888888889,0.4486111111111111
券商,600918.SH.csv,today,397,324,0.550624133148405,0.44937586685159503
券商,600927.SH.csv,next,136,111,0.5506072874493927,0.4493927125506073
券商,600927.SH.csv,today,136,112,0.5483870967741935,0.45161290322580644
券商,601059.SH.csv,next,37,32,0.5362318840579711,0.463768115942029
券商,601059.SH.csv,today,37,33,0.5285714285714286,0.4714285714285714
券商,601108.SH.csv,next,638,563,0.5312239800166528,0.4687760199833472
券商,601108.SH.csv,today,626,576,0.5207986688851913,0.47920133111480867
券商,601136.SH.csv,next,40,40,0.5,0.5
券商,601136.SH.csv,today,37,44,0.4567901234567901,0.5432098765432098
券商,601162.SH.csv,next,621,465,0.5718232044198895,0.4281767955801105
券商,601162.SH.csv,today,619,468,0.5694572217111316,0.43054277828886844
券商,601198.SH.csv,next,803,693,0.5367647058823529,0.4632352941176471
券商,601198.SH.csv,today,798,699,0.533066132264529,0.46693386773547096
券商,601211.SH.csv,next,831,722,0.5350933676754669,0.46490663232453316
券商,601211.SH.csv,today,829,725,0.5334620334620335,0.46653796653796653
券商,601236.SH.csv,next,418,348,0.5456919060052219,0.45430809399477806
券商,601236.SH.csv,today,417,350,0.5436766623207301,0.45632333767926986
券商,601377.SH.csv,next,858,676,0.559322033898305,0.4406779661016949
券商,601377.SH.csv,today,855,680,0.5570032573289903,0.44299674267100975
券商,601456.SH.csv,next,338,294,0.5348101265822784,0.4651898734177215
券商,601456.SH.csv,today,340,293,0.5371248025276462,0.4628751974723539
券商,601555.SH.csv,next,839,678,0.5530652603823335,0.44693473961766644
券商,601555.SH.csv,today,834,684,0.549407114624506,0.4505928853754941
券商,601696.SH.csv,next,414,371,0.5273885350318471,0.4726114649681529
券商,601696.SH.csv,today,414,372,0.5267175572519084,0.4732824427480916
券商,601788.SH.csv,next,825,721,0.5336351875808538,0.4663648124191462
券商,601788.SH.csv,today,821,726,0.5307045895281189,0.46929541047188106
券商,601878.SH.csv,next,707,596,0.5425940138142747,0.45740598618572526
券商,601878.SH.csv,today,698,606,0.5352760736196319,0.4647239263803681
券商,601881.SH.csv,next,802,726,0.524869109947644,0.47513089005235604
券商,601881.SH.csv,today,800,729,0.5232177894048398,0.47678221059516024
券商,601901.SH.csv,next,804,699,0.5349301397205589,0.46506986027944114
券商,601901.SH.csv,today,806,698,0.535904255319149,0.4640957446808511
券商,603093.SH.csv,next,375,373,0.5013368983957219,0.49866310160427807
券商,603093.SH.csv,today,374,375,0.4993324432576769,0.5006675567423231
园林工程,000010.SZ.csv,next,368,256,0.5897435897435898,0.41025641025641024
园林工程,000010.SZ.csv,today,362,263,0.5792,0.4208
园林工程,001267.SZ.csv,next,69,66,0.5111111111111111,0.4888888888888889
园林工程,001267.SZ.csv,today,63,73,0.4632352941176471,0.5367647058823529
园林工程,002200.SZ.csv,next,109,87,0.5561224489795918,0.44387755102040816
园林工程,002200.SZ.csv,today,109,88,0.5532994923857868,0.4467005076142132
园林工程,002310.SZ.csv,next,378,317,0.543884892086331,0.45611510791366905
园林工程,002310.SZ.csv,today,369,327,0.5301724137931034,0.4698275862068966
园林工程,002431.SZ.csv,next,201,157,0.5614525139664804,0.43854748603351956
园林工程,002431.SZ.csv,today,196,163,0.5459610027855153,0.45403899721448465
园林工程,002663.SZ.csv,next,53,42,0.5578947368421052,0.4421052631578947
园林工程,002663.SZ.csv,today,44,52,0.4583333333333333,0.5416666666666666
园林工程,002717.SZ.csv,next,374,270,0.5807453416149069,0.4192546583850932
园林工程,002717.SZ.csv,today,354,291,0.5488372093023256,0.4511627906976744
园林工程,002775.SZ.csv,next,150,121,0.5535055350553506,0.44649446494464945
园林工程,002775.SZ.csv,today,151,121,0.5551470588235294,0.44485294117647056
园林工程,300197.SZ.csv,next,191,156,0.5504322766570605,0.4495677233429395
园林工程,300197.SZ.csv,today,203,145,0.5833333333333334,0.4166666666666667
园林工程,300237.SZ.csv,next,188,146,0.562874251497006,0.437125748502994
园林工程,300237.SZ.csv,today,174,161,0.5194029850746269,0.48059701492537316
园林工程,300266.SZ.csv,next,111,89,0.555,0.445
园林工程,300266.SZ.csv,today,108,93,0.5373134328358209,0.4626865671641791
园林工程,300536.SZ.csv,next,107,94,0.5323383084577115,0.46766169154228854
园林工程,300536.SZ.csv,today,99,103,0.4900990099009901,0.5099009900990099
园林工程,300649.SZ.csv,next,127,118,0.5183673469387755,0.4816326530612245
园林工程,300649.SZ.csv,today,118,128,0.4796747967479675,0.5203252032520326
园林工程,301098.SZ.csv,next,62,53,0.5391304347826087,0.4608695652173913
园林工程,301098.SZ.csv,today,48,68,0.41379310344827586,0.5862068965517241
园林工程,603007.SH.csv,next,207,179,0.5362694300518135,0.4637305699481865
园林工程,603007.SH.csv,today,202,185,0.5219638242894057,0.4780361757105943
园林工程,603316.SH.csv,next,99,93,0.515625,0.484375
园林工程,603316.SH.csv,today,89,104,0.46113989637305697,0.538860103626943
园林工程,603359.SH.csv,next,226,196,0.5355450236966824,0.46445497630331756
园林工程,603359.SH.csv,today,200,223,0.4728132387706856,0.5271867612293144
园林工程,603388.SH.csv,next,116,120,0.4915254237288136,0.5084745762711864
园林工程,603388.SH.csv,today,124,113,0.5232067510548524,0.4767932489451477
园林工程,603717.SH.csv,next,108,94,0.5346534653465347,0.46534653465346537
园林工程,603717.SH.csv,today,104,99,0.5123152709359606,0.4876847290640394
园林工程,603778.SH.csv,next,49,42,0.5384615384615384,0.46153846153846156
园林工程,603778.SH.csv,today,45,47,0.4891304347826087,0.5108695652173914
园林工程,603955.SH.csv,next,117,94,0.5545023696682464,0.44549763033175355
园林工程,603955.SH.csv,today,112,100,0.5283018867924528,0.4716981132075472
园林工程,605303.SH.csv,next,85,72,0.5414012738853503,0.4585987261146497
园林工程,605303.SH.csv,today,78,80,0.4936708860759494,0.5063291139240507
家电,000016.SZ.csv,next,586,542,0.5195035460992907,0.4804964539007092
家电,000016.SZ.csv,today,583,546,0.516386182462356,0.48361381753764393
家电,000541.SZ.csv,next,444,393,0.5304659498207885,0.46953405017921146
家电,000541.SZ.csv,today,440,398,0.5250596658711217,0.47494033412887826
家电,002032.SZ.csv,next,676,621,0.5212027756360833,0.47879722436391675
家电,002032.SZ.csv,today,668,630,0.514637904468413,0.48536209553158705
家电,002076.SZ.csv,next,104,81,0.5621621621621622,0.43783783783783786
家电,002076.SZ.csv,today,101,85,0.543010752688172,0.45698924731182794
家电,002290.SZ.csv,next,138,131,0.5130111524163569,0.48698884758364314
家电,002290.SZ.csv,today,139,131,0.5148148148148148,0.48518518518518516
家电,002403.SZ.csv,next,199,183,0.5209424083769634,0.4790575916230366
家电,002403.SZ.csv,today,195,188,0.5091383812010444,0.4908616187989556
家电,002543.SZ.csv,next,357,306,0.5384615384615384,0.46153846153846156
家电,002543.SZ.csv,today,349,315,0.5256024096385542,0.4743975903614458
家电,002676.SZ.csv,next,150,121,0.5535055350553506,0.44649446494464945
家电,002676.SZ.csv,today,142,130,0.5220588235294118,0.47794117647058826
家电,002705.SZ.csv,next,382,351,0.5211459754433834,0.47885402455661663
家电,002705.SZ.csv,today,384,350,0.5231607629427792,0.4768392370572207
家电,002860.SZ.csv,next,199,204,0.49379652605459057,0.5062034739454094
家电,002860.SZ.csv,today,194,210,0.4801980198019802,0.5198019801980198
家电,300403.SZ.csv,next,204,206,0.4975609756097561,0.5024390243902439
家电,300403.SZ.csv,today,196,215,0.4768856447688564,0.5231143552311436
家电,300475.SZ.csv,next,132,137,0.49070631970260226,0.5092936802973977
家电,300475.SZ.csv,today,119,151,0.44074074074074077,0.5592592592592592
家电,300824.SZ.csv,next,174,148,0.5403726708074534,0.45962732919254656
家电,300824.SZ.csv,today,174,149,0.5386996904024768,0.4613003095975232
家电,300911.SZ.csv,next,218,186,0.5396039603960396,0.4603960396039604
家电,300911.SZ.csv,today,201,204,0.4962962962962963,0.5037037037037037
家电,301070.SZ.csv,next,50,53,0.4854368932038835,0.5145631067961165
家电,301070.SZ.csv,today,49,55,0.47115384615384615,0.5288461538461539
家电,600336.SH.csv,next,455,422,0.5188141391106044,0.4811858608893957
家电,600336.SH.csv,today,454,424,0.5170842824601367,0.48291571753986334
家电,600619.SH.csv,next,214,191,0.528395061728395,0.47160493827160493
家电,600619.SH.csv,today,225,181,0.5541871921182266,0.4458128078817734
家电,600651.SH.csv,next,163,145,0.5292207792207793,0.4707792207792208
家电,600651.SH.csv,today,160,149,0.517799352750809,0.48220064724919093
家电,600983.SH.csv,next,230,196,0.539906103286385,0.460093896713615
家电,600983.SH.csv,today,233,194,0.5456674473067916,0.45433255269320844
家电,601956.SH.csv,next,72,63,0.5333333333333333,0.4666666666666667
家电,601956.SH.csv,today,68,68,0.5,0.5
家电,603215.SH.csv,next,64,55,0.5378151260504201,0.46218487394957986
家电,603215.SH.csv,today,66,54,0.55,0.45
家电,603219.SH.csv,next,62,49,0.5585585585585585,0.44144144144144143
家电,603219.SH.csv,today,65,47,0.5803571428571429,0.41964285714285715
家电,603366.SH.csv,next,320,297,0.5186385737439222,0.4813614262560778
家电,603366.SH.csv,today,313,305,0.5064724919093851,0.4935275080906149
家电,603579.SH.csv,next,224,222,0.5022421524663677,0.4977578475336323
家电,603579.SH.csv,today,224,223,0.5011185682326622,0.4988814317673378
家电,603657.SH.csv,next,117,94,0.5545023696682464,0.44549763033175355
家电,603657.SH.csv,today,108,104,0.5094339622641509,0.49056603773584906
家电,603677.SH.csv,next,132,122,0.5196850393700787,0.48031496062992124
家电,603677.SH.csv,today,117,138,0.4588235294117647,0.5411764705882353
家电,603726.SH.csv,next,108,108,0.5,0.5
家电,603726.SH.csv,today,104,113,0.4792626728110599,0.5207373271889401
家电,603868.SH.csv,next,181,163,0.5261627906976745,0.4738372093023256
家电,603868.SH.csv,today,169,176,0.48985507246376814,0.5101449275362319
家电,605336.SH.csv,next,184,177,0.5096952908587258,0.4903047091412742
家电,605336.SH.csv,today,178,184,0.49171270718232046,0.5082872928176796
家电,688793.SH.csv,next,161,140,0.5348837209302325,0.46511627906976744
家电,688793.SH.csv,today,164,138,0.543046357615894,0.45695364238410596
影视动漫,000802.SZ.csv,next,265,227,0.5386178861788617,0.4613821138211382
影视动漫,000802.SZ.csv,today,260,233,0.5273833671399595,0.4726166328600406
影视动漫,000892.SZ.csv,next,228,160,0.5876288659793815,0.41237113402061853
影视动漫,000892.SZ.csv,today,220,169,0.5655526992287918,0.43444730077120824
影视动漫,001330.SZ.csv,next,68,72,0.4857142857142857,0.5142857142857142
影视动漫,001330.SZ.csv,today,67,74,0.475177304964539,0.524822695035461
影视动漫,002292.SZ.csv,next,291,245,0.542910447761194,0.457089552238806
影视动漫,002292.SZ.csv,today,306,231,0.5698324022346368,0.4301675977653631
影视动漫,002343.SZ.csv,next,231,191,0.54739336492891,0.45260663507109006
影视动漫,002343.SZ.csv,today,244,179,0.5768321513002365,0.4231678486997636
影视动漫,002445.SZ.csv,next,151,124,0.5490909090909091,0.4509090909090909
影视动漫,002445.SZ.csv,today,148,128,0.5362318840579711,0.463768115942029
影视动漫,002739.SZ.csv,next,319,306,0.5104,0.4896
影视动漫,002739.SZ.csv,today,318,308,0.5079872204472844,0.49201277955271566
影视动漫,002905.SZ.csv,next,174,138,0.5576923076923077,0.4423076923076923
影视动漫,002905.SZ.csv,today,168,145,0.536741214057508,0.46325878594249204
影视动漫,300027.SZ.csv,next,281,244,0.5352380952380953,0.46476190476190476
影视动漫,300027.SZ.csv,today,282,244,0.5361216730038023,0.46387832699619774
影视动漫,300133.SZ.csv,next,455,419,0.5205949656750573,0.4794050343249428
影视动漫,300133.SZ.csv,today,449,426,0.5131428571428571,0.4868571428571429
影视动漫,300182.SZ.csv,next,178,165,0.5189504373177842,0.48104956268221577
影视动漫,300182.SZ.csv,today,162,182,0.47093023255813954,0.5290697674418605
影视动漫,300251.SZ.csv,next,546,513,0.5155807365439093,0.48441926345609065
影视动漫,300251.SZ.csv,today,540,520,0.5094339622641509,0.49056603773584906
影视动漫,300291.SZ.csv,next,255,214,0.5437100213219617,0.4562899786780384
影视动漫,300291.SZ.csv,today,244,226,0.5191489361702127,0.4808510638297872
影视动漫,300426.SZ.csv,next,224,183,0.5503685503685504,0.44963144963144963
影视动漫,300426.SZ.csv,today,225,183,0.5514705882352942,0.4485294117647059
影视动漫,300528.SZ.csv,next,145,137,0.5141843971631206,0.4858156028368794
影视动漫,300528.SZ.csv,today,134,149,0.4734982332155477,0.5265017667844523
影视动漫,600052.SH.csv,next,131,97,0.5745614035087719,0.42543859649122806
影视动漫,600052.SH.csv,today,122,107,0.5327510917030568,0.4672489082969432
影视动漫,600576.SH.csv,next,349,291,0.5453125,0.4546875
影视动漫,600576.SH.csv,today,350,291,0.5460218408736349,0.4539781591263651
影视动漫,600977.SH.csv,next,380,390,0.4935064935064935,0.5064935064935064
影视动漫,600977.SH.csv,today,378,393,0.490272373540856,0.5097276264591439
影视动漫,601595.SH.csv,next,159,152,0.5112540192926045,0.4887459807073955
影视动漫,601595.SH.csv,today,169,143,0.5416666666666666,0.4583333333333333
影视动漫,603103.SH.csv,next,376,345,0.521497919556172,0.478502080443828
影视动漫,603103.SH.csv,today,380,342,0.5263157894736842,0.47368421052631576
房地产,000006.SZ.csv,next,202,179,0.5301837270341208,0.46981627296587924
房地产,000006.SZ.csv,today,193,189,0.5052356020942408,0.49476439790575916
房地产,000029.SZ.csv,next,91,87,0.5112359550561798,0.4887640449438202
房地产,000029.SZ.csv,today,96,83,0.5363128491620112,0.46368715083798884
房地产,000514.SZ.csv,next,180,138,0.5660377358490566,0.4339622641509434
房地产,000514.SZ.csv,today,169,150,0.5297805642633229,0.4702194357366771
房地产,000558.SZ.csv,next,125,100,0.5555555555555556,0.4444444444444444
房地产,000558.SZ.csv,today,124,102,0.5486725663716814,0.45132743362831856
房地产,000573.SZ.csv,next,113,91,0.553921568627451,0.44607843137254904
房地产,000573.SZ.csv,today,101,104,0.4926829268292683,0.5073170731707317
房地产,000838.SZ.csv,next,175,136,0.5627009646302251,0.43729903536977494
房地产,000838.SZ.csv,today,176,136,0.5641025641025641,0.4358974358974359
房地产,000863.SZ.csv,next,238,187,0.56,0.44
房地产,000863.SZ.csv,today,222,204,0.5211267605633803,0.4788732394366197
房地产,000965.SZ.csv,next,135,120,0.5294117647058824,0.47058823529411764
房地产,000965.SZ.csv,today,125,131,0.48828125,0.51171875
房地产,002133.SZ.csv,next,162,148,0.5225806451612903,0.4774193548387097
